topic,level_1,qids,qstr,num_words,questions,result,filtered_result,correct_result,overlap,error_type
Phase transition,18,G-META-12-39,MATCH,56,"Match the phases of steel in Group I with the crystal structures in Group II:  Group I: [P. Martensite, Q. Cementite, R. Austenite, S. Ferrite]  Group II: [1. bcc, 2. fcc, 3. bct, 4. Orthorhombic]    Options: (A) P-3, Q-4, R-1, S-2 (B) P-2, Q-3, R-1, S-4 (C) P-3, Q-4, R-2, S-1 (D) P-4, Q-3, R-2, S-1","

The correct answer is (C) P-3, Q-4, R-2, S-1.

Explanation:

P - Martensite has a body-centered tetragonal (bct) crystal structure.
Q - Cementite has an orthorhombic crystal structure.
R - Austenite has a face-centered cubic (fcc) crystal structure.
S - Ferrite has a body-centered cubic (bcc) crystal structure.

Therefore, the correct match is:

P - Martensite - 3 - bct
Q - Cementite - 4 - Orthorhombic
R - Austenite - 2 - fcc
S - Ferrite - 1 - bcc

",,,0,
Phase transition,19,G-META-13-8,MCQS,45,A 0.2 wt.% plain carbon steel sheet is heated and equilibrated in the inter-critical region followed by instant water quenching. The microstructure of the quenched steel sheet consists of  (A) fully martensite (B) proeutectoid ferrite + martensite (C) martensite + pearlite (D) martensite + austenite ,"

The correct answer is (B) proeutectoid ferrite + martensite.

",,,0,
Phase transition,20,G-META-13-11,MCQS,30,"When two phases α and β in an alloy are in thermodynamic equilibrium, then   (A) $(c_p)^(α)$ = $(c_p)^(β)$ (B) $(V_m)^(α)$ = $(V_m)^(β)$ (C) $(G_m)^(α)$ = $(G_m)^(β)$ (D) $(μ_i)^(α)$ = $(μ_i)^(β)$","

The correct answer is (D) $(μ_i)^(α)$ = $(μ_i)^(β)$.

Explanation:

When two phases α and β in an alloy are in thermodynamic equilibrium, the chemical potentials of each component i in both phases must be equal. This is known as the Gibbs phase rule, which states that the chemical potential of a component in a system at equilibrium is the same in all phases.

Therefore, the correct answer is (D) $(μ_i)^(α)$ = $(μ_i)^(β)$.

",,,0,
Phase transition,21,G-META-14-20,MCQS,24,Identify the type of the following invariant reaction: liquid 1 + solid 1 ⇌ solid 2  (A) Eutectic (B) Eutectoid (C) Peritectic (D) Peritectoid,"

The given reaction is:

liquid 1 + solid 1 ⇌ solid 2

This reaction is an example of a peritectic reaction. In a peritectic reaction, a liquid phase and a solid phase react to form a new solid phase.

Therefore, the correct answer is (C) Peritectic.

Answer:",,,0,
Phase transition,22,G-META-14-30,MCQS,90,"Two Cu-Ni alloys, one with 47 wt.% Ni and the other with 53 wt.% Ni, are kept in separate crucibles and are allowed to equilibrate at the same temperature $T_1$ between the liquidus and the solidus. The two alloys have  (A) the same weight fraction of the liquid but the liquid compositions are different. (B) the same composition of the liquid but the weight fractions of the liquid are different. (C) the same weight fractions of the liquid and the solid. (D) different compositions and weight fractions of the liquid","

The correct answer is (D) different compositions and weight fractions of the liquid.

Explanation:

The Cu-Ni phase diagram shows that the liquidus and solidus lines are not parallel, which means that the composition of the liquid and solid phases are not the same at a given temperature. Therefore, the two alloys with different compositions will have different liquid compositions and weight fractions of the liquid at the same temperature.

",,,0,
Phase transition,23,G-META-14-50,MCQS,75,"Two phases 𝛼 and 𝛽 are in thermodynamic equilibrium. If 𝑥 and 𝑦 are the only components present in the phases 𝛼 and 𝛽 and if $(𝜇_𝑖)^j represents the chemical potential of component 𝑖 in phase j, then the condition for equilibrium is  (A) $(𝜇_𝑥)^𝛼 = $(𝜇_𝑦)^𝛽 and $(𝜇_𝑥)^𝛽 = $(𝜇_𝑦)^𝛼 (B) $(𝜇_𝛽)^𝑥 = $(𝜇_𝛼)^𝑦 and $(𝜇_𝛼)^𝑥 = $(𝜇_𝛽)^𝑦 (C) $(𝜇_𝑥)^𝛼 = $(𝜇_𝑥)^𝛽 and $(𝜇_𝑦)^𝛽 = $(𝜇_𝑦)^𝛼 (D) $(𝜇_𝑥)^𝛼 = $(𝜇_𝑦)^𝛼 and $(𝜇_𝑥)^𝛽 = $(𝜇_𝑦)^𝛽","

The correct answer is (C) $(𝜇_𝑥)^𝛼 = $(𝜇_𝑥)^𝛽 and $(𝜇_𝑦)^𝛽 = $(𝜇_𝑦)^𝛼.

Explanation:

The condition for thermodynamic equilibrium between two phases 𝛼 and 𝛽 is that the chemical potential of each component is the same in both phases. In this case, the components are 𝑥 and 𝑦, so the condition for equilibrium is that $(𝜇_𝑥)^𝛼 = $(𝜇_𝑥)^𝛽 and $(𝜇_𝑦)^𝛽 = $(𝜇_𝑦)^𝛼.

Answer:",,,0,
Phase transition,24,G-META-15-40,MATCH,71,"Match the names listed in Group I with the reactions listed in Group II:  Group I: [P. Eutectic, Q. Peritectic, R. Peritectoid, S. Monotectic]  Group II: [1. 𝛾 + 𝛽 → 𝛼, 2. 𝐿 → 𝛼 + 𝛽, 3. 𝐿1 → 𝐿2 + 𝛼, 4. 𝐿 + 𝛽 → 𝛼]    Options: (A) P-2, Q-3, R-1, S-4 (B) P-3, Q-4, R-1, S-2 (C) P-2, Q-4, R-1, S-3 (D) P-4, Q-1, R-2, S-3","































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
Phase transition,25,G-META-16-5,MCQS,74,"In a typical Ellingham diagram for the oxides, the C + $O_2$ = $CO_2$ line is nearly horizontal because  (A) The slope of the line is equal to the enthalpy change at standard state, which is approximately zero in this case (B) The slope of the line is equal to the entropy change at standard state, which is approximately zero in this case (C) $CO_2$ shows non-ideal behaviour (D) $CO_2$ is a gaseous oxide ","

The correct answer is (B) The slope of the line is equal to the entropy change at standard state, which is approximately zero in this case.

The C + $O_2$ = $CO_2$ line is nearly horizontal because the slope of the line is equal to the entropy change at standard state, which is approximately zero in this case. The entropy change for this reaction is small because the number of moles of gas remains the same on both sides of the equation.

The slope of the line is not equal to the enthalpy change at standard state, which is not approximately zero in this case. The enthalpy change for this reaction is negative because the reaction is exothermic.

$CO_2$ does not show non-ideal behavior.

$CO_2$ is a gaseous oxide, but this is not the reason why the C + $O_2$ = $CO_2$ line is nearly horizontal.

Therefore, the correct answer is (B) The slope of the line is equal to the entropy change at standard state, which is approximately zero in this case.

",,,0,
Phase transition,26,G-META-17-9,MCQS,50,The sequence of precipitation to reach stable equilibrium during ageing of Al-4.5 wt.% Cu alloy is:  (A) GP zone → θ` → θ`` → θ (B) GP zone → θ`` → θ`→ θ (C) GP zone → θ → θ``→ θ` (D) GP zone → θ`` → θ → θ`,"

The correct answer is: (B) GP zone → θ`` → θ`→ θ

The sequence of precipitation to reach stable equilibrium during ageing of Al-4.5 wt.% Cu alloy is:

(A) GP zone → θ` → θ`` → θ
(B) GP zone → θ`` → θ`→ θ
(C) GP zone → θ → θ``→ θ`
(D) GP zone → θ`` → θ → θ`

Explanation:

The correct answer is (B) GP zone → θ`` → θ`→ θ.

During the ageing of Al-4.5 wt.% Cu alloy, the sequence of precipitation to reach stable equilibrium is as follows:

1. GP zone: The first stage of precipitation involves the formation of Guinier-Preston (GP) zones, which are clusters of copper atoms on the aluminum lattice.

2. θ``: The second stage involves the formation of θ`` precipitates, which are coherent with the aluminum matrix and have a composition of CuAl2.

3. θ`: The third stage involves the formation of θ` precipitates, which are semi-coherent with the aluminum matrix and have a composition of CuAl2.

4. θ: The final stage involves the formation of θ precipitates, which are incoherent with the aluminum matrix and have a composition of CuAl2.

Therefore, the correct sequence of precipitation to reach stable equilibrium during ageing of Al-4.5 wt.% Cu alloy is:

(B) GP zone → θ`` → θ`→ θ

Answer:",,,0,
Phase transition,27,G-META-17-12,NUM,40,"Given: eutectoid composition = 0.8 wt.% carbon; and carbon content in ferrite is 0.025 wt.%. In an iron-carbon alloy containing 0.35 wt.% C, the mass fraction of pearlilte just below the eutectoid temperature is? (answer up to two decimal places)","

The eutectoid composition is 0.8 wt.% carbon, and the carbon content in ferrite is 0.025 wt.%. In an iron-carbon alloy containing 0.35 wt.% C, the mass fraction of pearlite just below the eutectoid temperature can be calculated using the lever rule.

The mass fraction of pearlite (P) can be calculated as:

P = (0.8 - 0.35) / (0.8 - 0.025)

P = 0.45 / 0.775

P = 0.58

Therefore, the mass fraction of pearlite just below the eutectoid temperature is 0.58.

Answer: 0.58

",,,0,
Phase transition,28,G-META-17-49,NUM,34,"Given: Assume Avrami exponent n = 2. During heat treatment of a cold worked metal, recrystallization is 20% complete after 100s. The transformation (in %) in 400s is? (answer up to two decimal places)","

Solve the following question. Write the correct answer inside a list at the end. Use the given context to answer the question if it's helpful.

Context:

    Represent this sentence for searching relevant passages: Avrami equation, y = 1 - exp(-ktn), where y is the fraction transformed, 36 MATERIALS PROCESSING AND MANUFACTURING SCIENCE k is a temperature-sensitive rate constant, and t is transformation time. The Avrami equation applies to a variety of diffusion-driven phase transformations, including recrystallization of cold-worked metals and to many nonmetallurgical phenomena whose kinetics display a sigmoid behavior of Fig. 1-32. Usually the isothermal transformation data of Figure 1-32 is organized as temperature-versus-time map (with time on a logarithmic scale) to delineate the fraction (0 to 100%) transformed. The approach to construct an isothermal transformation map is shown in Figure 1-33. A complete isothermal-transformation (I-T) diagram for a eutectoid steel (0.77% C) is shown in Figure 1-34. The different iron-carbon phases (e.g., coarse and fine pearlite, upper and lower bainite, etc.) that form under different isothermal conditions are also displayed on this diagram. The physical appearance of some of the phases 

    Represent this sentence for searching relevant passages: 0 c 0.5 0 c- o .m o ii 1 uc'eat'onl Growth _1 -"" ""- I ~"" ~ ""-I Logarithm of heating time, t FIGURE 1-32 Plot showing fraction reacted (2) versus the logarithm of time (t) typical of many isothermal solid-state transformations. The mathematical relationship between y and t is expressed by the A vrami equation, y = 1 - exp(-ktn), where k and n are time-independent constants for a particular reaction. (W. D. Callister, Jr., Materials Science & Engineering: An Introduction, 5th ed., Wiley, New York, 2000, p. 296). 38 MATERIALS PROCESSING AND MANUFACTURING SCIENCE I1) ~ 100 t- tl:l ~-~ 50 o ~.~ 0 700 O o ,... 600 tl:i Q.. E 50O I1) I- 400 , , ,/\, Transformation ,/ Transformation temp_erature6/5~ / ends _ Transformation//I begins,, /! s l 1 101 102 103 104 105 I Time (s) I I I I I I I I I I I [ / I 1 I - Austenite (stable) I1__. _.._~Eutectoid temperature 1-~- __ Austenite I .~~ ....... ...~~=- (unstab~p~~~ ...................... ..."" "","" g"",,~"" .... Pearlite __ j~ ,~/-"" i >------- 50% Completion curve i "", ""~ -- \ Completion curve _ \ (--0% peadite) 1400 1200 ~' o tl) 1ooo E F-- -- 800 I I l I i 1 10 102 103 104 105 Time (s) FIGURE 1-33 Procedure to develop an isothermal transformation (i-T) diagram (bottom) from an experimental A vrami (fraction transformed versus log time) curve. (Adapted 

    Represent this sentence for searching relevant passages: valid in the initial stages when f << 1. When the nuclei impinge on one another the rate of recrystallization decreases and is related to the amount untransformed (1 - f) by f = l-exp (-3Na3t4) (7.43) where, for short times, equation (7.43) reduces to equation (7.42). This Johnson-Mehl equation is expected to apply to any phase transformation where there is random nucleation, constant N and G and small to. In practice, nucleation is not random and the rate not constant so that equation (7.43) will not strictly apply. For",,,0,
Phase transition,29,G-META-18-18,MCQS,63,"In a Jominy end-quench test of the eutectoid plain-carbon steel, which of the following represents the sequence of microstructures observed from the quenched end of the specimen?  (A) Fine Pearlite, Coarse Pearlite, Martensite and Pearlite, Martensite (B) Martensite, Martensite and Pearlite, Fine Pearlite, Coarse Pearlite (C) Coarse Pearlite, Pearlite and Martensite, Fine Pearlite, Martensite (D) Martensite, Martensite and Pearlite, Coarse Pearlite, Fine Pearlite","

The correct answer is: (B) Martensite, Martensite and Pearlite, Fine Pearlite, Coarse Pearlite

Explanation:

In a Jominy end-quench test of the eutectoid plain-carbon steel, the sequence of microstructures observed from the quenched end of the specimen is:

1. Martensite: The quenched end of the specimen cools rapidly, resulting in the formation of martensite, a hard and brittle microstructure.
2. Martensite and Pearlite: As the distance from the quenched end increases, the cooling rate decreases, leading to the formation of a mixture of martensite and pearlite.
3. Fine Pearlite: Further away from the quenched end, the cooling rate is slower, allowing for the formation of fine pearlite, a softer and more ductile microstructure.
4. Coarse Pearlite: At the farthest distance from the quenched end, the cooling rate is the slowest, resulting in the formation of coarse pearlite, which is even softer and more ductile than fine pearlite.

Therefore, the correct sequence of microstructures observed from the quenched end of the specimen in a Jominy end-quench test of the eutectoid plain-carbon steel is:

1. Martensite
2. Martensite and Pearlite
3. Fine Pearlite
4. Coarse Pearlite

The correct answer is: (B) Martensite, Martensite and Pearlite, Fine Pearlite, Coarse Pearlite

",,,0,
Phase transition,30,G-META-18-20,MCQS,40,"A steel is plastically worked in the temperature range below the nose of the TTT curve and above $M_s$, followed by quenching to produce fine martensite. What is this process called?  (A) Martempering (B) Ausforming (C) Inter-critical forming (D) Normalizing","

The correct answer is (B) Ausforming.

Answer:",,,0,
Phase transition,31,G-META-19-5,MCQS-NUM,40,Liquid steel is kept in a graphite crucible for sufficiently long time such that equilibrium is established. Activity of carbon (with respect to graphite as the standard state) in the liquid is?  (A) 0.0 (B) 0.5 (C) 1.0 (D) 2.0,"

The correct answer is (A) 0.0.

Explanation:

The activity of carbon in liquid steel is determined by the equilibrium between the liquid steel and the graphite crucible. At equilibrium, the chemical potential of carbon in the liquid steel is equal to the chemical potential of carbon in the graphite crucible. Since the graphite crucible is the standard state for carbon, the activity of carbon in the liquid steel is 1.0.

Therefore, the correct answer is (A) 0.0.

",,,0,
Phase transition,32,G-META-19-15,MCQS,22,The carbide that is primarily responsible for intergranular corrosion in austenitic stainless steel is  (A) $Cr_(23)C_(6)$ (B) $Fe_(3)C$ (C) SiC (D) $Mn_(3)C$,"

The carbide that is primarily responsible for intergranular corrosion in austenitic stainless steel is $Cr_(23)C_(6)$.

Answer:",,,0,
Phase transition,33,G-META-19-29,MATCH,83,"[Note: α, β,γ  are solid phases; L, L1, L2 are liquid phases.] Match the phase transformation in Column I with the corresponding reaction in Column II.  Column I: [(P) Peritectic, (Q) Monotectic, (R) Eutectoid, (S) Syntectic]  Column II: [ 1. γ → α + β, 2. L1 + L2 → α, 3. L1 → L2 + α, 4. L + α →β]    Options: (A) P-4, Q-3, R-1, S-2 (B) P-3, Q-4, R-2, S-1 (C) P-1, Q-3, R-4, S-2 (D) P-4, Q-2, R-3, S-1","

Solve the following question. Write the correct answer inside a list at the end. Use the given context to answer the question if it's helpful.

Context:

    Represent this sentence for searching relevant passages: . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",,,0,
Phase transition,34,G-META-22-28,MCQS,56,"With increase in carbon content (up to 2 mass%) in Fe-C alloy, which one of the following statements is correct with respect to the lattice parameters (c and a) of BCT martensite?  (A) Both c and a increase (B) c increases but a decreases (C) c decreases but a increases (D) Both c and a decrease","

The correct answer is (B) c increases but a decreases.

Explanation:

In the Fe-C alloy system, the lattice parameters of BCT martensite are influenced by the carbon content. As the carbon content increases, the c parameter (lattice parameter along the c-axis) increases, while the a parameter (lattice parameter along the a-axis) decreases. This is due to the interstitial carbon atoms occupying the octahedral sites in the BCT martensite structure, causing a distortion in the lattice.

Therefore, the correct answer is (B) c increases but a decreases.

Answer:",,,0,
Phase transition,35,G-META-22-31,MCQS,41,Identify the correct statement(s) with respect to the role of nickel as an alloying element in steels.  (A) It increases the $M_s$ emperature (B) It is an austenite stabiliser (C) It decreases the $M_s$ temperature (D) It is a carbide former ,"

The correct answer is (B) It is an austenite stabiliser.

Explanation:

Nickel is an austenite stabilizer in steels, which means it promotes the formation and stability of the austenite phase. It does not increase the $M_s$ temperature, and it is not a carbide former.

Answer:",,,0,
Phase transition,36,G-META-13-13,MCQS,51,"In the Ellingham diagram for oxides, C-CO line cuts the M-MO line at temperature $T_1$ and the M′-M′O line at a higher temperature $T_2$. At a temperature greater than $T_1$ and less than $T_2$, carbon can reduce  (A) MO (B) both MO and M′O (C) M′O (D) neither MO nor M′O ","

The correct answer is: (C) M′O

Explanation:

In the Ellingham diagram for oxides, the C-CO line represents the standard free energy change for the reaction of carbon with oxygen to form carbon monoxide. The M-MO and M′-M′O lines represent the standard free energy changes for the reactions of metals M and M′ with oxygen to form their respective oxides MO and M′O.

The intersection of the C-CO line with the M-MO line at temperature $T_1$ indicates that at this temperature, the standard free energy change for the reaction of carbon with oxygen to form carbon monoxide is equal to the standard free energy change for the reaction of metal M with oxygen to form its oxide MO. This means that at temperature $T_1$, carbon can reduce MO to M.

Similarly, the intersection of the C-CO line with the M′-M′O line at a higher temperature $T_2$ indicates that at this temperature, the standard free energy change for the reaction of carbon with oxygen to form carbon monoxide is equal to the standard free energy change for the reaction of metal M′ with oxygen to form its oxide M′O. This means that at temperature $T_2$, carbon can reduce M′O to M′.

Therefore, at a temperature greater than $T_1$ and less than $T_2$, carbon can reduce M′O to M′, but not MO to M.

Answer:",,,0,
Phase transition,37,G-META-18-42,NUM,53,"Pure iron transforms from body centered cubic (BCC) to face centered cubic (FCC) crystal structure at 912 degree celsius. If the lattice parameter of the BCC phase is 0.293 nm and that of the FCC phase is 0.363 nm, what is the associated volume change in % rounded off to one decimal place?","

The volume change in % can be calculated by comparing the volume of the BCC unit cell to the volume of the FCC unit cell.

The volume of the BCC unit cell is:

V_BCC = a_BCC^3

where a_BCC is the lattice parameter of the BCC phase.

The volume of the FCC unit cell is:

V_FCC = a_FCC^3

where a_FCC is the lattice parameter of the FCC phase.

The volume change in % is:

%_change = (V_FCC - V_BCC) / V_BCC * 100

Substituting the values for a_BCC and a_FCC, we get:

%_change = (0.363^3 - 0.293^3) / 0.293^3 * 100

%_change = 36.7%

Therefore, the volume change in % is 36.7%.

Answer: 36.7%
",,,0,
Phase transition,38,G-META-20-48,NUM,40,"Given, melting temperature and enthalpy of melting of copper are 1356K and 13 $KJ.mol^(-1)$ respectively. If liquid copper is cooled to 1353 K, magnitude of the driving force($J.mol^(-1)$) for liquid to transform to solid is?(round off to one decimal places)","

The driving force for the liquid to transform to solid is the difference in chemical potential between the liquid and solid phases. The chemical potential of a phase is given by:

$$\mu = \mu^0 + RT \ln a$$

where $\mu^0$ is the standard chemical potential, $R$ is the gas constant, $T$ is the temperature, and $a$ is the activity of the phase.

For a pure substance, the activity is equal to the mole fraction, which is 1 for both the liquid and solid phases. Therefore, the chemical potential of the liquid and solid phases is:

$$\mu_{liquid} = \mu^0_{liquid} + RT \ln 1 = \mu^0_{liquid}$$

$$\mu_{solid} = \mu^0_{solid} + RT \ln 1 = \mu^0_{solid}$$

The difference in chemical potential between the liquid and solid phases is:

$$\Delta \mu = \mu_{liquid} - \mu_{solid} = \mu^0_{liquid} - \mu^0_{solid}$$

The standard chemical potential of a phase is related to the Gibbs free energy of the phase by:

$$\mu^0 = G^0 / n$$

where $G^0$ is the standard Gibbs free energy and $n$ is the number of moles.

The standard Gibbs free energy of a phase is related to the enthalpy and entropy of the phase by:

$$G^0 = H^0 - TS^0$$

where $H^0$ is the standard enthalpy and $S^0$ is the standard entropy.

The standard enthalpy of a phase is equal to the enthalpy of formation of the phase, which is 0 for a pure substance. Therefore, the standard Gibbs free energy of the liquid and solid phases is:

$$G^0_{liquid} = - TS^0_{liquid}$$

$$G^0_{solid} = - TS^0_{solid}$$

The difference in standard Gibbs free energy between the liquid and solid phases is:

$$\Delta G^0 = G^0_{liquid} - G^0_{solid} = - T(S^0_{liquid} - S^0_{solid})$$

The difference in entropy between the liquid and solid phases is:

$$\Delta S^0 = S^0_{liquid} - S^0_{solid} = \frac{\Delta H_{fusion}}{T_{fusion}}$$

where $\Delta H_{fusion}$ is the enthalpy of fusion and $T_{fusion}$ is the melting temperature.

Therefore, the difference in standard Gibbs free energy between the liquid and solid phases is:

$$\Delta G^0 = - T \frac{\Delta H_{fusion}}{T_{fusion}}$$

The driving force for the liquid to transform to solid is the difference in chemical potential between the liquid and solid phases, which is:

$$\Delta \mu = \mu^0_{liquid} - \mu^0_{solid} = \frac{\Delta G^0}{n} = - \frac{T \Delta H_{fusion}}{n T_{fusion}}$$

Substituting the given values, we get:

$$\Delta \mu = - \frac{(1353 K) (13000 J/mol)}{(1 mol) (1356 K)} = -12999 J/mol$$

Therefore, the magnitude of the driving force for liquid to transform to solid is 12999 J/mol.

",,,0,
Phase transition,39,G-META-21-17,NUM,40,Assume: $(C_p)^(liquid)$ = $(C_p)^(solid)$. Melting point of Cu is 1358K and its enthalpy of melting is 13400 J $mol^(-1)$. The value of free energy change (in J $mol^(-1)$) for liquid to solid transformation at 1058K is?(round off to nearest integer),"

The free energy change for the liquid to solid transformation at 1058K can be calculated using the following equation:

ΔG = ΔH - TΔS

where ΔG is the free energy change, ΔH is the enthalpy change, T is the temperature, and ΔS is the entropy change.

We are given that the melting point of Cu is 1358K and its enthalpy of melting is 13400 J $mol^(-1)$. We can use this information to calculate the entropy change for the liquid to solid transformation at 1358K:

ΔS = ΔH / T

ΔS = 13400 J $mol^(-1)$ / 1358K

ΔS = 9.87 J $mol^(-1)$ K^(-1)

Now we can use this value of ΔS to calculate the free energy change for the liquid to solid transformation at 1058K:

ΔG = ΔH - TΔS

ΔG = 13400 J $mol^(-1)$ - (1058K)(9.87 J $mol^(-1)$ K^(-1))

ΔG = 13400 J $mol^(-1)$ - 10450 J $mol^(-1)$

ΔG = 2900 J $mol^(-1)$

Therefore, the free energy change for the liquid to solid transformation at 1058K is 2900 J $mol^(-1)$.

",,,0,
Phase transition,40,G-META-21-22,NUM,42,Given: Eutectoid composition: 0.8 wt.%C. Maximum solubility of carbon in α-Fe: 0.025 wt.% C. A 0.6 wt.% C steel sample is slowly cooled from 900°C to room temperature. The fraction of proeutectoid ferrite in the microstructure is?(round off to 2 decimal places). ,"

The answer is 0.75.

",,,0,
Electrical,0,G-XEC-2012-15,MCQS-NUM,53,"The electron concentration in an n-type semiconductor is 5 * $1018/m^3$. If the drift velocity of electrons is 100 m/s in an electric field of 500 V/m, calculate the conductivity of the semiconductor.  (A) 0.16 * $10^(–1)$ S/m (B) 1.60 * $10^(–1)$ S/m (C) 2.50 * $10^(–1)$ S/m (D) 30.05 * $10^(–1)$ S/m ","

The correct answer is: (B) 1.60 * $10^(–1)$ S/m

Explanation:

The conductivity of a semiconductor is given by the formula:

σ = n * e * μ

where:

σ is the conductivity in S/m
n is the electron concentration in m^-3
e is the charge of an electron in C
μ is the mobility of the electrons in m^2/V*s

The mobility of the electrons can be calculated using the formula:

μ = v / E

where:

v is the drift velocity in m/s
E is the electric field in V/m

In this case, we have:

n = 5 * $10^18$/m^3
v = 100 m/s
E = 500 V/m

Therefore, the mobility of the electrons is:

μ = 100 m/s / 500 V/m = 0.2 m^2/V*s

The conductivity of the semiconductor is:

σ = 5 * $10^18$/m^3 * 1.6 * $10^(–19)$ C * 0.2 m^2/V*s = 1.60 * $10^(–1)$ S/m

So, the correct answer is: (B) 1.60 * $10^(–1)$ S/m

",,,0,
Electrical,1,G-XEC-2015-57-14,NUM,37,"A 1 kg sacrificial anode of Mg (atomic weight: 24.31 amu) is attached to the base of a ship. If the anode lasts for 60 days, what is the average corrosion current (in Amperes) during that period?","

The given information is:

- Mass of the sacrificial anode: 1 kg
- Atomic weight of Mg: 24.31 amu
- Duration of the anode's life: 60 days

To calculate the average corrosion current, we need to use Faraday's law of electrolysis. The formula for Faraday's law is:

I = (m * n * F) / (t * M)

where:

- I is the average corrosion current (in Amperes)
- m is the mass of the anode (in grams)
- n is the number of electrons transferred per molecule of the anode material (in this case, Mg)
- F is Faraday's constant (96,485 C/mol)
- t is the time (in seconds)
- M is the molar mass of the anode material (in grams/mol)

To calculate the number of electrons transferred per molecule of Mg, we need to look at the chemical reaction that occurs during the corrosion process. The reaction for the corrosion of Mg is:

Mg -> Mg2+ + 2e-

This means that two electrons are transferred per molecule of Mg.

To calculate the molar mass of Mg, we need to convert the atomic weight from amu to grams/mol. The conversion factor is 1 amu = 1.660539040 x 10-24 grams. Therefore, the molar mass of Mg is:

M = 24.31 amu * (1.660539040 x 10-24 grams/amu) = 4.038 x 10-23 grams/mol

Now, we can plug in the values into the formula:

I = (1000 grams * 2 * 96,485 C/mol) / (60 days * 24 hours/day * 3600 seconds/hour * 4.038 x 10-23 grams/mol)

I = 1.04 x 10-14 Amperes

Therefore, the average corrosion current during the 60-day period is 1.04 x 10-14 Amperes.

",,,0,
Electrical,2,G-XEC-2016-7,MCQS,21,Which one of the following effects is the working principle of a thermocouple?  (A) Thomson (B) Seebeck (C) Peltier (D) Meissner,"































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,0,
